filename,width,height,class,xmin,ymin,xmax,ymax
Cookie_Pic_001.jpg,650,488,cookie,292,156,400,265
Cookie_Pic_002.jpg,650,488,cookie,346,229,429,304
Cookie_Pic_003.jpg,650,488,cookie,329,120,383,193
Cookie_Pic_004.jpg,650,488,cookie,375,273,393,294
Cookie_Pic_005.jpg,650,488,cookie,347,202,427,283
Cookie_Pic_006.jpg,650,488,cookie,237,81,301,144
Cookie_Pic_007.jpg,650,488,cookie,239,82,376,171
Cookie_Pic_008.jpg,650,488,cookie,209,158,317,265
Cookie_Pic_009.jpg,650,488,cookie,392,68,477,142
Cookie_Pic_010.jpg,650,488,cookie,319,237,393,308
Cookie_Pic_011.jpg,650,488,cookie,476,185,502,212
Cookie_Pic_012.jpg,650,488,cookie,224,268,391,435
Cookie_Pic_013.jpg,650,488,cookie,314,165,352,200
Cookie_Pic_014.jpg,650,488,cookie,250,49,522,319
Cookie_Pic_015.jpg,650,488,cookie,170,112,540,363
Cookie_Pic_016.jpg,650,488,cookie,334,315,464,395
Cookie_Pic_017.jpg,650,488,cookie,269,245,377,331
Cookie_Pic_018.jpg,650,488,cookie,253,196,290,248
Cookie_Pic_019.jpg,650,488,cookie,466,227,559,314
Cookie_Pic_020.jpg,650,488,cookie,273,74,510,390
Cookie_Pic_021.jpg,650,488,cookie,240,224,319,325
Cookie_Pic_022.jpg,650,488,cookie,456,238,569,356
Cookie_Pic_023.jpg,650,488,cookie,325,97,397,168
Cookie_Pic_024.jpg,650,488,cookie,372,188,483,299
Cookie_Pic_025.jpg,650,366,cookie,368,155,408,195
Cookie_Pic_026.jpg,650,366,cookie,236,54,345,163
Cookie_Pic_027.jpg,650,366,cookie,157,275,324,366
Cookie_Pic_028.jpg,650,366,cookie,177,169,334,318
Cookie_Pic_029.jpg,650,366,cookie,233,1,371,44
Cookie_Pic_030.jpg,650,366,cookie,216,20,375,168
Cookie_Pic_031.jpg,650,366,cookie,291,149,341,193
Cookie_Pic_032.jpg,650,366,cookie,390,278,486,363
Cookie_Pic_033.jpg,650,366,cookie,416,327,485,366
Cookie_Pic_034.jpg,650,366,cookie,146,176,187,220
Cookie_Pic_035.jpg,650,366,cookie,197,169,246,216
Cookie_Pic_036.jpg,650,366,cookie,227,151,292,208
Cookie_Pic_037.jpg,650,366,cookie,208,148,284,208
Cookie_Pic_038.jpg,650,366,cookie,143,172,210,231
Cookie_Pic_039.jpg,650,366,cookie,278,146,305,176
Cookie_Pic_040.jpg,650,366,cookie,289,176,333,224
Cookie_Pic_041.jpg,650,366,cookie,238,203,291,260
Cookie_Pic_042.jpg,650,366,cookie,234,152,272,191
Cookie_Pic_043.jpg,650,366,cookie,229,120,281,166
Cookie_Pic_044.jpg,650,366,cookie,245,223,360,358
Cookie_Pic_045.jpg,650,366,cookie,343,165,449,248
Cookie_Pic_046.jpg,650,366,cookie,177,136,266,237
Cookie_Pic_047.jpg,650,366,cookie,226,148,302,226
Cookie_Pic_047.jpg,650,366,cookie,316,134,400,217
Cookie_Pic_048.jpg,650,366,cookie,155,198,236,308
Cookie_Pic_048.jpg,650,366,cookie,233,106,353,249
Cookie_Pic_049.jpg,650,488,cookie,269,125,398,246
Cookie_Pic_050.jpg,650,488,cookie,342,226,446,363
Cookie_Pic_051.jpg,650,488,cookie,224,172,346,313
Cookie_Pic_052.jpg,650,488,cookie,391,263,574,447
Cookie_Pic_053.jpg,650,488,cookie,285,113,456,300
Cookie_Pic_054.jpg,650,488,cookie,433,293,507,364
Cookie_Pic_055.jpg,650,488,cookie,389,178,419,204
Cookie_Pic_056.jpg,650,488,cookie,272,157,462,339
Cookie_Pic_057.jpg,650,488,cookie,277,177,342,253
Cookie_Pic_058.jpg,650,488,cookie,347,211,407,279
Cookie_Pic_059.jpg,650,488,cookie,336,271,472,399
Cookie_Pic_060.jpg,650,488,cookie,239,99,344,208
Cookie_Pic_061.jpg,650,488,cookie,268,188,390,325
Cookie_Pic_062.jpg,650,488,cookie,549,220,611,290
Cookie_Pic_063.jpg,650,488,cookie,399,128,475,223
Cookie_Pic_064.jpg,650,488,cookie,347,105,389,147
Cookie_Pic_065.jpg,650,488,cookie,332,158,450,285
Cookie_Pic_066.jpg,650,488,cookie,214,98,281,164
Cookie_Pic_067.jpg,650,488,cookie,304,208,514,349
Cookie_Pic_068.jpg,650,488,cookie,391,179,540,401
Cookie_Pic_069.jpg,650,488,cookie,294,134,404,238
Cookie_Pic_070.jpg,650,867,cookie,242,416,398,560
Cookie_Pic_071.jpg,650,488,cookie,193,181,298,284
Cookie_Pic_072.jpg,650,488,cookie,213,199,305,283
Cookie_Pic_073.jpg,650,488,cookie,205,235,332,360
Cookie_Pic_074.jpg,650,488,cookie,157,220,298,363
Cookie_Pic_075.jpg,650,867,cookie,234,321,442,539
Cookie_Pic_076.jpg,650,867,cookie,241,383,376,486
Cookie_Pic_077.jpg,650,867,cookie,246,362,382,437
Cookie_Pic_078.jpg,650,867,cookie,258,387,380,458
Cookie_Pic_079.jpg,650,867,cookie,254,439,378,567
Cookie_Pic_080.jpg,650,867,cookie,228,401,414,589
Cookie_Pic_081.jpg,650,867,cookie,184,395,397,573
Cookie_Pic_082.jpg,650,867,cookie,262,365,457,554
Cookie_Pic_083.jpg,650,867,cookie,336,423,396,473
Cookie_Pic_084.jpg,650,867,cookie,326,418,488,569
Cookie_Pic_085.jpg,650,867,cookie,278,401,410,533
Cookie_Pic_086.jpg,650,867,cookie,249,422,408,579
Cookie_Pic_087.jpg,650,867,cookie,236,338,417,517
Cookie_Pic_088.jpg,650,867,cookie,245,334,425,513
Cookie_Pic_089.jpg,650,867,cookie,245,413,380,546
Cookie_Pic_090.jpg,650,867,cookie,308,326,410,394
Cookie_Pic_091.jpg,650,867,cookie,252,522,354,651
Cookie_Pic_092.jpg,650,488,cookie,298,163,388,240
Cookie_Pic_093.jpg,650,867,cookie,206,476,364,654
Cookie_Pic_094.jpg,650,867,cookie,271,489,326,553
Cookie_Pic_095.jpg,650,867,cookie,204,313,402,476
Cookie_Pic_096.jpg,650,867,cookie,226,263,458,483
Cookie_Pic_097.jpg,650,488,cookie,196,198,331,326
Cookie_Pic_098.jpg,650,488,cookie,222,179,373,313
Cookie_Pic_099.jpg,650,867,cookie,251,298,426,422
Cookie_Pic_100.jpg,650,867,cookie,184,300,398,494
Cookie_Pic_101.jpg,650,488,cookie,317,221,362,264
Cookie_Pic_102.jpg,650,867,cookie,262,370,388,479
Cookie_Pic_103.jpg,650,867,cookie,202,367,443,534
Cookie_Pic_104.jpg,650,867,cookie,293,351,502,525
Cookie_Pic_105.jpg,650,488,cookie,267,228,367,299
Cookie_Pic_106.jpg,650,488,cookie,274,241,318,287
Cookie_Pic_107.jpg,650,867,cookie,326,489,380,538
Cookie_Pic_108.jpg,650,488,cookie,273,229,367,298
Cookie_Pic_109.jpg,650,488,cookie,180,150,352,296
Cookie_Pic_110.jpg,650,867,cookie,173,411,407,625
Cookie_Pic_111.jpg,650,867,cookie,233,218,533,463
Cookie_Pic_112.jpg,650,488,cookie,235,135,466,318
Cookie_Pic_113.jpg,650,867,cookie,101,201,399,458
Cookie_Pic_114.jpg,650,867,cookie,116,366,428,657
