filename,width,height,class,xmin,ymin,xmax,ymax
tacoblue1.jpg,605,605,blue_mint,182,278,256,360
tacoblue10.jpg,605,605,blue_mint,146,219,282,348
tacoblue11.jpg,605,605,blue_mint,179,93,218,158
tacoblue12.jpg,605,605,blue_mint,234,106,549,394
tacoblue13.jpg,605,605,blue_mint,145,214,266,362
tacoblue14.jpg,605,605,blue_mint,291,96,388,203
tacoblue15.jpg,605,605,blue_mint,198,217,253,294
tacoblue16.jpg,605,605,blue_mint,111,276,215,394
tacoblue17.jpg,605,605,blue_mint,155,270,234,344
tacoblue18.jpg,605,605,blue_mint,306,184,390,251
tacoblue19.jpg,605,605,blue_mint,203,289,284,377
tacoblue2.jpg,605,605,blue_mint,317,86,386,157
tacoblue20.jpg,605,605,blue_mint,276,228,414,348
tacoblue21.jpg,605,605,blue_mint,232,209,391,384
tacoblue22.jpg,605,605,blue_mint,248,247,399,368
tacoblue23.jpg,605,605,blue_mint,205,335,285,428
tacoblue24.jpg,605,605,blue_mint,263,379,367,491
tacoblue25.jpg,605,605,blue_mint,160,498,208,544
tacoblue26.jpg,605,605,blue_mint,228,384,382,573
tacoblue27.jpg,605,605,blue_mint,203,394,426,559
tacoblue28.jpg,605,605,blue_mint,299,237,382,387
tacoblue29.jpg,605,605,blue_mint,274,214,353,363
tacoblue3.jpg,605,605,blue_mint,137,279,263,362
tacoblue30.jpg,605,605,blue_mint,143,252,234,345
tacoblue31.jpg,605,605,blue_mint,233,62,414,214
tacoblue32.jpg,605,605,blue_mint,188,52,417,284
tacoblue33.jpg,605,605,blue_mint,171,412,346,552
tacoblue34.jpg,605,605,blue_mint,307,217,401,287
tacoblue35.jpg,605,605,blue_mint,187,256,308,359
tacoblue36.jpg,605,605,blue_mint,358,315,496,454
tacoblue37.jpg,605,605,blue_mint,460,363,536,524
tacoblue38.jpg,605,605,blue_mint,288,235,346,364
tacoblue39.jpg,605,605,blue_mint,192,251,250,372
tacoblue4.jpg,605,605,blue_mint,243,254,335,344
tacoblue40.jpg,605,605,blue_mint,189,223,292,339
tacoblue41.jpg,605,605,blue_mint,168,226,258,337
tacoblue42.jpg,605,605,blue_mint,225,172,335,266
tacoblue43.jpg,605,605,blue_mint,108,223,259,370
tacoblue44.jpg,605,605,blue_mint,210,195,331,319
tacoblue45.jpg,605,605,blue_mint,184,126,248,199
tacoblue46.jpg,605,605,blue_mint,224,286,287,367
tacoblue47.jpg,605,605,blue_mint,43,310,113,373
tacoblue48.jpg,605,605,blue_mint,176,239,256,321
tacoblue49.jpg,605,605,blue_mint,327,341,445,445
tacoblue5.jpg,605,605,blue_mint,247,289,366,391
tacoblue50.jpg,605,605,blue_mint,213,393,288,488
tacoblue51.jpg,605,605,blue_mint,157,281,254,377
tacoblue52.jpg,605,605,blue_mint,212,333,279,409
tacoblue53.jpg,605,605,blue_mint,210,373,275,466
tacoblue54.jpg,605,605,blue_mint,242,273,305,360
tacoblue55.jpg,605,605,blue_mint,224,294,301,387
tacoblue56.jpg,605,605,blue_mint,240,293,313,374
tacoblue57.jpg,605,605,blue_mint,292,397,362,477
tacoblue58.jpg,605,605,blue_mint,270,380,334,460
tacoblue59.jpg,605,605,blue_mint,275,338,331,406
tacoblue6.jpg,605,605,blue_mint,120,218,245,332
tacoblue60.jpg,605,605,blue_mint,128,260,256,437
tacoblue61.jpg,605,605,blue_mint,256,119,484,304
tacoblue62.jpg,605,605,blue_mint,294,230,347,286
tacoblue63.jpg,605,605,blue_mint,217,278,299,368
tacoblue64.jpg,605,605,blue_mint,116,318,193,385
tacoblue65.jpg,605,605,blue_mint,212,222,368,401
tacoblue66.jpg,605,605,blue_mint,141,205,223,303
tacoblue67.jpg,605,605,blue_mint,151,170,231,252
tacoblue68.jpg,605,605,blue_mint,316,326,406,406
tacoblue69.jpg,605,605,blue_mint,163,140,313,276
tacoblue7.jpg,605,605,blue_mint,263,320,346,404
tacoblue70.jpg,605,605,blue_mint,109,209,279,376
tacoblue71.jpg,605,605,blue_mint,329,148,502,285
tacoblue72.jpg,605,605,blue_mint,233,215,409,382
tacoblue8.jpg,605,605,blue_mint,388,259,504,363
tacoblue9.jpg,605,605,blue_mint,291,230,348,300
